No,Name,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,year
628,Chris Smalling,Manchester United,18,1212,1,1,1,0.4,0.4,0.64,2.62,2.54,0.03,0.03,0.05,0.08,0.08,0.19,0.19,2016
630,Marouane Fellaini,Manchester United,28,1591,1,1,0,2.17,2.17,0.66,6.07,4.51,0.12,0.12,0.04,0.16,0.16,0.34,0.26,2016
634,Fraizer Campbell,Crystal Palace,12,125,1,1,0,0.44,0.44,0.05,0.51,0.13,0.32,0.32,0.04,0.35,0.35,0.37,0.1,2016
639,Toby Alderweireld,Tottenham,30,2610,1,1,0,2.0,2.0,0.33,8.04,7.41,0.07,0.07,0.01,0.08,0.08,0.28,0.26,2016
642,Mousa Dembele,Tottenham,30,2085,1,1,1,0.57,0.57,0.98,9.29,8.62,0.02,0.02,0.04,0.07,0.07,0.4,0.37,2016
644,Erik Lamela,Tottenham,9,590,1,1,1,1.8,1.04,1.2,2.42,1.16,0.27,0.16,0.18,0.46,0.34,0.37,0.18,2016
649,Ryan Mason,Hull,16,931,1,1,0,0.61,0.61,0.33,1.44,0.78,0.06,0.06,0.03,0.09,0.09,0.14,0.08,2016
653,Tom Carroll,Swansea,18,1395,1,1,2,0.29,0.29,1.55,3.71,3.03,0.02,0.02,0.1,0.12,0.12,0.24,0.2,2016
656,Diafra Sakho,West Ham,4,183,1,1,0,0.6,0.6,0.06,0.14,0.02,0.3,0.3,0.03,0.32,0.32,0.07,0.01,2016
660,Ben Davies,Tottenham,23,1729,1,1,3,0.43,0.43,2.61,7.04,5.68,0.02,0.02,0.14,0.16,0.16,0.37,0.3,2016
668,Idrissa Gueye,Everton,33,2700,1,1,1,1.99,1.99,2.14,13.02,10.61,0.07,0.07,0.07,0.14,0.14,0.43,0.35,2016
671,Rudy Gestede,Middlesbrough,16,514,1,1,0,1.29,1.29,0.78,2.3,0.3,0.23,0.23,0.14,0.36,0.36,0.4,0.05,2016
672,Jordan Ayew,Swansea,14,858,1,1,3,1.02,1.02,1.84,3.0,0.8,0.11,0.11,0.19,0.3,0.3,0.31,0.08,2016
681,Cesar Azpilicueta,Chelsea,38,3420,1,1,4,0.64,0.64,1.68,12.99,11.41,0.02,0.02,0.04,0.06,0.06,0.34,0.3,2016
697,Nemanja Matic,Chelsea,35,2699,1,1,7,1.13,1.13,3.06,10.87,9.14,0.04,0.04,0.1,0.14,0.14,0.36,0.3,2016
707,Angel Rangel,Swansea,18,811,1,1,0,0.24,0.24,0.69,2.64,2.45,0.03,0.03,0.08,0.1,0.1,0.29,0.27,2016
709,Ashley Williams,Everton,36,3156,1,1,3,1.36,1.36,1.21,7.2,6.83,0.04,0.04,0.03,0.07,0.07,0.21,0.19,2016
718,Kyle Naughton,Swansea,31,2722,1,1,0,0.57,0.57,1.83,7.3,5.37,0.02,0.02,0.06,0.08,0.08,0.24,0.18,2016
728,Lamine Kone,Sunderland,30,2544,1,1,0,1.97,1.97,0.52,1.06,1.06,0.07,0.07,0.02,0.09,0.09,0.04,0.04,2016
734,Wahbi Khazri,Sunderland,21,824,1,1,0,1.14,1.14,1.92,2.09,0.48,0.12,0.12,0.21,0.33,0.33,0.23,0.05,2016
742,Billy Jones,Sunderland,27,2273,1,1,0,1.84,1.84,2.12,3.74,2.06,0.07,0.07,0.08,0.16,0.16,0.15,0.08,2016
748,Wes Morgan,Leicester,27,2430,1,1,0,1.87,1.87,0.13,2.1,2.01,0.07,0.07,0.0,0.07,0.07,0.08,0.07,2016
751,N'Golo Kante,Chelsea,35,3141,1,1,1,2.17,2.17,1.88,14.05,11.9,0.06,0.06,0.05,0.12,0.12,0.4,0.34,2016
752,Danny Drinkwater,Leicester,29,2466,1,1,1,1.14,1.14,1.12,6.52,5.17,0.04,0.04,0.04,0.08,0.08,0.24,0.19,2016
756,Leonardo Ulloa,Leicester,16,412,1,1,0,1.9,1.9,0.1,1.47,0.63,0.42,0.42,0.02,0.44,0.44,0.32,0.14,2016
759,Daniel Amartey,Leicester,24,1651,1,1,1,0.83,0.83,0.56,2.94,2.1,0.05,0.05,0.03,0.08,0.08,0.16,0.11,2016
762,Demarai Gray,Leicester,30,1015,1,1,3,0.98,0.98,1.79,3.55,1.22,0.09,0.09,0.16,0.25,0.25,0.31,0.11,2016
782,Ben Chilwell,Leicester,12,686,1,1,0,0.67,0.67,0.37,2.74,1.73,0.09,0.09,0.05,0.14,0.14,0.36,0.23,2016
784,Andy King,Leicester,23,1439,1,1,0,0.61,0.61,0.24,3.63,3.12,0.04,0.04,0.02,0.05,0.05,0.23,0.2,2016
789,Robert Brady,Burnley,14,710,1,1,2,0.77,0.77,1.61,1.5,0.32,0.1,0.1,0.2,0.3,0.3,0.19,0.04,2016
814,James McClean,West Bromwich Albion,34,1444,1,1,2,1.49,1.49,2.33,3.11,1.21,0.09,0.09,0.15,0.24,0.24,0.19,0.08,2016
822,Patrick Bamford,Burnley,14,294,1,1,0,1.14,1.14,0.09,1.46,0.84,0.35,0.35,0.03,0.38,0.38,0.45,0.26,2016
825,Adam Smith,Bournemouth,36,3094,1,1,5,1.39,1.39,4.81,10.95,7.34,0.04,0.04,0.14,0.18,0.18,0.32,0.21,2016
833,Virgil van Dijk,Southampton,21,1857,1,1,0,1.37,1.37,0.48,4.36,4.2,0.07,0.07,0.02,0.09,0.09,0.21,0.2,2016
837,Jordy Clasie,Southampton,16,1038,1,1,1,0.52,0.52,0.32,4.12,3.72,0.05,0.05,0.03,0.07,0.07,0.36,0.32,2016
842,Oriol Romeu,Southampton,35,3071,1,1,0,1.81,1.81,1.18,11.35,10.56,0.05,0.05,0.03,0.09,0.09,0.33,0.31,2016
845,Maya Yoshida,Southampton,23,2070,1,1,0,1.9,1.9,0.18,3.73,2.92,0.08,0.08,0.01,0.09,0.09,0.16,0.13,2016
860,Marc Muniesa,Stoke,10,644,1,1,0,0.23,0.23,0.09,0.97,0.7,0.03,0.03,0.01,0.04,0.04,0.14,0.1,2016
868,Mame Diouf,Stoke,27,1381,1,1,2,2.91,2.91,1.31,4.55,1.88,0.19,0.19,0.09,0.27,0.27,0.3,0.12,2016
873,Charlie Adam,Stoke,24,1504,1,0,3,2.73,1.97,2.48,7.21,5.0,0.16,0.12,0.15,0.31,0.27,0.43,0.3,2016
876,Fabian Delph,Manchester City,7,216,1,1,0,0.23,0.23,0.36,1.55,1.31,0.09,0.09,0.15,0.24,0.24,0.65,0.55,2016
881,Harry Arter,Bournemouth,35,2963,1,1,4,3.23,2.47,2.12,12.48,9.38,0.1,0.08,0.06,0.16,0.14,0.38,0.28,2016
886,Ryan Shawcross,Stoke,35,3150,1,1,1,1.24,1.24,0.22,3.55,3.43,0.04,0.04,0.01,0.04,0.04,0.1,0.1,2016
917,John Terry,Chelsea,9,489,1,1,0,1.54,1.54,0.54,0.54,0.47,0.28,0.28,0.1,0.38,0.38,0.1,0.09,2016
920,Matthew Pennington,Everton,3,180,1,1,0,0.64,0.64,0.17,0.21,0.04,0.32,0.32,0.09,0.41,0.41,0.11,0.02,2016
971,Harry Winks,Tottenham,21,455,1,1,1,1.02,1.02,0.67,2.75,1.61,0.2,0.2,0.13,0.33,0.33,0.54,0.32,2016
1654,Ben Mee,Burnley,34,3018,1,1,0,0.9,0.9,0.23,2.83,2.77,0.03,0.03,0.01,0.03,0.03,0.08,0.08,2016
1655,Stephen Ward,Burnley,37,3233,1,1,1,1.38,1.38,2.21,5.22,3.25,0.04,0.04,0.06,0.1,0.1,0.15,0.09,2016
1657,Steven Defour,Burnley,21,1088,1,1,3,0.49,0.49,1.18,1.62,1.01,0.04,0.04,0.1,0.14,0.14,0.13,0.08,2016
1658,Dean Marney,Burnley,21,1779,1,1,2,0.27,0.27,0.54,1.75,1.48,0.01,0.01,0.03,0.04,0.04,0.09,0.08,2016
1659,Scott Arfield,Burnley,31,2118,1,1,0,2.94,2.94,1.88,4.72,1.77,0.12,0.12,0.08,0.2,0.2,0.2,0.08,2016
1663,Johann Gudmundsson,Burnley,20,988,1,1,2,0.61,0.61,1.21,1.57,0.46,0.06,0.06,0.11,0.17,0.17,0.14,0.04,2016
1672,Jonathan Calleri,West Ham,16,526,1,1,0,2.45,2.45,0.41,3.11,0.45,0.42,0.42,0.07,0.49,0.49,0.53,0.08,2016
1676,David Luiz,Chelsea,33,2959,1,1,0,1.41,1.41,1.36,7.6,6.94,0.04,0.04,0.04,0.08,0.08,0.23,0.21,2016
1688,Andy Robertson,Hull,33,2741,1,1,2,0.25,0.25,1.39,5.09,3.74,0.01,0.01,0.05,0.05,0.05,0.17,0.12,2016
1689,Jake Livermore,Hull,37,2989,1,1,1,1.57,1.57,1.69,5.26,3.04,0.05,0.05,0.05,0.1,0.1,0.16,0.09,2016
1692,Shaun Maloney,Hull,9,269,1,1,2,1.06,1.06,0.6,0.96,0.47,0.36,0.36,0.2,0.56,0.56,0.32,0.16,2016
1693,David Meyler,Hull,20,943,1,1,0,0.51,0.51,0.51,1.66,1.36,0.05,0.05,0.05,0.1,0.1,0.16,0.13,2016
1695,Tom Huddlestone,Hull,31,2025,1,0,0,1.23,0.47,1.1,7.11,6.0,0.05,0.02,0.05,0.1,0.07,0.32,0.27,2016
1700,Lucas Perez,Arsenal,11,254,1,1,0,0.94,0.94,0.57,2.22,0.98,0.33,0.33,0.2,0.54,0.54,0.79,0.35,2016
1701,Borja Baston,Swansea,18,526,1,1,0,2.29,2.29,0.22,2.8,0.95,0.39,0.39,0.04,0.43,0.43,0.48,0.16,2016
1702,Mike van der Hoorn,Swansea,8,659,1,1,0,1.32,1.32,0.0,1.22,0.79,0.18,0.18,0.0,0.18,0.18,0.17,0.11,2016
1707,Ben Gibson,Middlesbrough,38,3420,1,1,1,0.81,0.81,0.59,5.15,5.05,0.02,0.02,0.02,0.04,0.04,0.14,0.13,2016
1712,Stewart Downing,Middlesbrough,30,2214,1,1,3,2.14,2.14,2.29,6.38,3.31,0.09,0.09,0.09,0.18,0.18,0.26,0.13,2016
1718,Daniel Ayala,Middlesbrough,14,913,1,1,0,1.21,1.21,0.0,1.19,1.19,0.12,0.12,0.0,0.12,0.12,0.12,0.12,2016
1719,Javier Manquillo,Sunderland,20,1423,1,1,0,0.49,0.49,0.19,0.92,0.69,0.03,0.03,0.01,0.04,0.04,0.06,0.04,2016
1720,Didier Ndong,Sunderland,31,2519,1,1,0,0.76,0.76,1.23,6.01,4.34,0.03,0.03,0.04,0.07,0.07,0.21,0.16,2016
1722,Juan Camilo Zuniga,Watford,21,804,1,1,0,0.55,0.55,0.24,2.74,2.16,0.06,0.06,0.03,0.09,0.09,0.31,0.24,2016
1724,Isaac Success,Watford,19,463,1,1,1,1.25,1.25,0.36,1.44,0.09,0.24,0.24,0.07,0.31,0.31,0.28,0.02,2016
1726,Abdoulaye Doucoure,Watford,20,1349,1,1,0,1.88,1.88,0.42,3.59,2.15,0.13,0.13,0.03,0.15,0.15,0.24,0.14,2016
1734,Sofiane Boufal,Southampton,24,1090,1,1,0,1.12,1.12,1.29,4.48,2.6,0.09,0.09,0.11,0.2,0.2,0.37,0.21,2016
1743,Bruno Martins Indi,Stoke,35,3149,1,1,0,1.62,1.62,0.13,4.2,4.11,0.05,0.05,0.0,0.05,0.05,0.12,0.12,2016
2144,Alfred N'Diaye,Hull,15,1286,1,1,0,1.19,1.19,0.14,1.7,1.09,0.08,0.08,0.01,0.09,0.09,0.12,0.08,2016
4430,Joey Barton,Burnley,14,1104,1,1,0,0.41,0.41,0.62,2.63,2.05,0.03,0.03,0.05,0.08,0.08,0.21,0.17,2016
5542,Grant Leadbitter,Middlesbrough,13,707,1,1,0,0.76,0.76,0.29,1.62,0.84,0.1,0.1,0.04,0.13,0.13,0.21,0.11,2016
5555,Dominic Calvert-Lewin,Everton,11,340,1,1,0,1.25,1.25,0.0,1.39,0.22,0.33,0.33,0.0,0.33,0.33,0.37,0.06,2016
5556,Ademola Lookman,Everton,8,289,1,1,0,1.14,1.14,0.0,1.49,0.45,0.36,0.36,0.0,0.36,0.36,0.46,0.14,2016
5597,Josh Harrop,Manchester United,1,90,1,1,0,0.14,0.14,0.02,0.37,0.22,0.14,0.14,0.02,0.16,0.16,0.37,0.22,2016
37,Loris Karius,Liverpool,10,900,0,0,0,0.0,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.19,0.19,2016
91,Ron-Robert Zieler,Leicester,9,752,0,0,0,0.0,0.0,0.0,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.07,0.07,2016
202,Havard Nordtveit,West Ham,16,955,0,0,1,0.13,0.13,0.75,1.64,0.88,0.01,0.01,0.07,0.08,0.08,0.15,0.08,2016
232,Jan Kirchhoff,Sunderland,7,435,0,0,0,0.23,0.23,0.08,0.45,0.36,0.05,0.05,0.02,0.06,0.06,0.09,0.07,2016
265,Ragnar Klavan,Liverpool,20,1402,0,0,0,0.19,0.19,0.18,3.93,3.9,0.01,0.01,0.01,0.02,0.02,0.25,0.25,2016
323,Adnan Januzaj,Sunderland,25,1632,0,0,3,1.52,1.52,2.47,4.48,1.65,0.08,0.08,0.14,0.22,0.22,0.25,0.09,2016
343,Pierre-Emile Hoejbjerg,Southampton,22,1296,0,0,0,1.36,1.36,0.62,5.6,4.26,0.09,0.09,0.04,0.14,0.14,0.39,0.3,2016
455,Artur Boruc,Bournemouth,35,3150,0,0,0,0.0,0.0,0.02,2.69,2.67,0.0,0.0,0.0,0.0,0.0,0.08,0.08,2016
456,Simon Francis,Bournemouth,34,2945,0,0,1,0.17,0.17,1.57,7.8,7.32,0.01,0.01,0.05,0.05,0.05,0.24,0.22,2016
460,Andrew Surman,Bournemouth,22,1803,0,0,1,0.51,0.51,0.44,5.61,5.3,0.03,0.03,0.02,0.05,0.05,0.28,0.26,2016
464,Max-Alain Gradel,Bournemouth,11,107,0,0,0,0.29,0.29,0.14,0.46,0.09,0.24,0.24,0.12,0.36,0.36,0.39,0.08,2016
467,Lewis Grabban,Bournemouth,3,51,0,0,1,0.07,0.07,0.09,0.3,0.14,0.13,0.13,0.16,0.29,0.29,0.54,0.25,2016
469,Adam Federici,Bournemouth,2,180,0,0,0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.21,0.21,2016
475,Lucas Leiva,Liverpool,24,1097,0,0,3,0.79,0.79,0.65,3.26,2.93,0.06,0.06,0.05,0.12,0.12,0.27,0.24,2016
477,Brad Smith,Bournemouth,5,274,0,0,0,0.09,0.09,0.07,0.92,0.85,0.03,0.03,0.02,0.05,0.05,0.3,0.28,2016
479,Kevin Stewart,Liverpool,4,15,0,0,0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.45,1.45,2016
481,Jordon Ibe,Bournemouth,25,1067,0,0,0,0.84,0.84,1.05,3.2,1.83,0.07,0.07,0.09,0.16,0.16,0.27,0.15,2016
485,Mamadou Sakho,Crystal Palace,8,688,0,0,0,0.14,0.14,0.27,1.62,1.57,0.02,0.02,0.04,0.05,0.05,0.21,0.21,2016
487,Simon Mignolet,Liverpool,28,2520,0,0,0,0.0,0.0,0.0,2.74,2.74,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2016
490,Jon Flanagan,Burnley,6,360,0,0,0,0.0,0.0,0.06,0.43,0.38,0.0,0.0,0.01,0.01,0.01,0.11,0.09,2016
491,Petr Cech,Arsenal,35,3097,0,0,0,0.0,0.0,0.0,5.06,5.06,0.0,0.0,0.0,0.0,0.0,0.15,0.15,2016
493,Gabriel Paulista,Arsenal,19,1517,0,0,0,0.39,0.39,0.27,3.95,3.65,0.02,0.02,0.02,0.04,0.04,0.23,0.22,2016
495,Nacho Monreal,Arsenal,36,3152,0,0,2,1.13,1.13,1.93,11.07,9.22,0.03,0.03,0.06,0.09,0.09,0.32,0.26,2016
496,Mohamed Elneny,Arsenal,14,693,0,0,1,0.55,0.55,0.13,2.46,2.09,0.07,0.07,0.02,0.09,0.09,0.32,0.27,2016
497,Francis Coquelin,Arsenal,29,1799,0,0,0,0.77,0.77,0.67,9.35,8.48,0.04,0.04,0.03,0.07,0.07,0.47,0.42,2016
505,David Ospina,Arsenal,2,143,0,0,0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2016
507,Per Mertesacker,Arsenal,1,35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
509,Wayne Hennessey,Crystal Palace,29,2610,0,0,0,0.0,0.0,0.09,1.62,1.58,0.0,0.0,0.0,0.0,0.0,0.06,0.05,2016
510,Joel Ward,Crystal Palace,38,3420,0,0,1,0.94,0.94,0.86,4.74,3.52,0.02,0.02,0.02,0.05,0.05,0.12,0.09,2016
511,Damien Delaney,Crystal Palace,30,1999,0,0,2,0.21,0.21,1.69,1.64,1.11,0.01,0.01,0.08,0.09,0.09,0.07,0.05,2016
513,Pape Souare,Crystal Palace,3,270,0,0,0,0.02,0.02,0.15,0.33,0.18,0.01,0.01,0.05,0.06,0.06,0.11,0.06,2016
514,Jason Puncheon,Crystal Palace,36,3099,0,0,5,1.79,1.79,5.03,6.89,4.81,0.05,0.05,0.15,0.2,0.2,0.2,0.14,2016
515,Mile Jedinak,Crystal Palace,1,90,0,0,0,0.0,0.0,0.07,0.11,0.11,0.0,0.0,0.07,0.07,0.07,0.11,0.11,2016
520,Bakary Sako,Crystal Palace,7,121,0,0,0,0.13,0.13,0.09,0.14,0.09,0.1,0.1,0.07,0.16,0.16,0.1,0.07,2016
524,Adrian Mariappa,Watford,7,556,0,0,0,0.12,0.12,0.08,0.47,0.47,0.02,0.02,0.01,0.03,0.03,0.08,0.08,2016
525,Martin Kelly,Crystal Palace,29,2145,0,0,2,0.24,0.24,0.53,2.82,2.51,0.01,0.01,0.02,0.03,0.03,0.12,0.11,2016
526,Lee Chung-Yong,Crystal Palace,15,463,0,0,1,0.25,0.25,0.91,0.84,0.3,0.05,0.05,0.18,0.23,0.23,0.16,0.06,2016
527,Adrian,West Ham,16,1440,0,0,0,0.0,0.0,0.03,0.47,0.44,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2016
528,Angelo Ogbonna,West Ham,20,1757,0,0,0,0.07,0.07,0.27,3.35,3.13,0.0,0.0,0.01,0.02,0.02,0.17,0.16,2016
534,Aaron Cresswell,West Ham,26,2124,0,0,2,0.59,0.59,2.38,5.24,3.41,0.02,0.02,0.1,0.13,0.13,0.22,0.14,2016
540,Darren Randolph,West Ham,22,1980,0,0,0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2016
545,Kieran Gibbs,Arsenal,11,701,0,0,1,0.33,0.33,0.66,2.31,1.57,0.04,0.04,0.09,0.13,0.13,0.3,0.2,2016
546,David de Gea,Manchester United,35,3150,0,0,0,0.0,0.0,0.0,4.73,4.73,0.0,0.0,0.0,0.0,0.0,0.14,0.14,2016
549,Timothy Fosu-Mensah,Manchester United,4,95,0,0,0,0.03,0.03,0.0,0.26,0.23,0.03,0.03,0.0,0.03,0.03,0.25,0.22,2016
555,Memphis Depay,Manchester United,4,13,0,0,0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.08,2016
557,Matteo Darmian,Manchester United,18,1333,0,0,0,0.09,0.09,0.4,5.31,4.91,0.01,0.01,0.03,0.03,0.03,0.36,0.33,2016
559,Paddy McNair,Sunderland,9,359,0,0,0,0.07,0.07,0.19,0.91,0.72,0.02,0.02,0.05,0.07,0.07,0.23,0.18,2016
560,Sergio Romero,Manchester United,2,180,0,0,0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.06,0.06,2016
564,Heurelho Gomes,Watford,38,3339,0,0,0,0.0,0.0,0.04,0.73,0.73,0.0,0.0,0.0,0.0,0.0,0.02,0.02,2016
565,Allan-Romeo Nyom,West Bromwich Albion,32,2640,0,0,2,0.28,0.28,0.91,3.62,2.73,0.01,0.01,0.03,0.04,0.04,0.12,0.09,2016
570,Valon Behrami,Watford,27,2056,0,0,0,0.19,0.19,0.42,2.38,1.83,0.01,0.01,0.02,0.03,0.03,0.1,0.08,2016
571,Ben Watson,Watford,4,46,0,0,0,0.0,0.0,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.91,0.91,2016
575,Nordin Amrabat,Watford,29,2120,0,0,3,1.05,1.05,2.76,6.16,2.71,0.04,0.04,0.12,0.16,0.16,0.26,0.12,2016
577,Ikechi Anya,Watford,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
580,Costel Pantilimon,Watford,2,81,0,0,0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.06,2016
581,Craig Cathcart,Watford,15,1154,0,0,1,0.14,0.14,0.72,1.77,1.67,0.01,0.01,0.06,0.07,0.07,0.14,0.13,2016
583,Adlene Guedioura,Middlesbrough,17,854,0,0,1,0.5,0.5,0.66,2.04,1.62,0.05,0.05,0.07,0.12,0.12,0.21,0.17,2016
584,Joel Robles,Everton,20,1735,0,0,1,0.0,0.0,0.08,1.58,1.49,0.0,0.0,0.0,0.0,0.0,0.08,0.08,2016
586,John Stones,Manchester City,27,2011,0,0,0,1.46,1.46,0.23,7.78,7.58,0.07,0.07,0.01,0.08,0.08,0.35,0.34,2016
591,Gerard Deulofeu,Everton,11,452,0,0,0,0.68,0.68,0.48,2.9,2.0,0.14,0.14,0.1,0.23,0.23,0.58,0.4,2016
593,Aaron Lennon,Everton,11,511,0,0,1,0.28,0.28,0.53,2.02,1.77,0.05,0.05,0.09,0.14,0.14,0.36,0.31,2016
596,Tom Cleverley,Everton,27,1839,0,0,2,0.74,0.74,1.71,4.14,2.69,0.04,0.04,0.08,0.12,0.12,0.2,0.13,2016
597,Ramiro Funes Mori,Everton,23,1530,0,0,1,0.76,0.76,0.98,5.03,4.42,0.04,0.04,0.06,0.1,0.1,0.3,0.26,2016
598,Bryan Oviedo,Everton,16,1325,0,0,0,0.13,0.13,0.9,2.7,1.97,0.01,0.01,0.06,0.07,0.07,0.18,0.13,2016
601,Arouna Kone,Everton,6,62,0,0,0,0.11,0.11,0.02,0.15,0.02,0.16,0.16,0.03,0.2,0.2,0.22,0.03,2016
603,Nathaniel Clyne,Liverpool,37,3326,0,0,2,1.43,1.43,4.6,14.72,11.41,0.04,0.04,0.12,0.16,0.16,0.4,0.31,2016
608,Alberto Moreno,Liverpool,12,282,0,0,1,0.21,0.21,0.31,2.13,1.92,0.07,0.07,0.1,0.17,0.17,0.68,0.61,2016
615,Fernando,Manchester City,15,547,0,0,0,0.1,0.1,0.16,3.0,2.8,0.02,0.02,0.03,0.04,0.04,0.49,0.46,2016
616,Jesus Navas,Manchester City,24,1053,0,0,0,0.23,0.23,2.43,7.42,5.56,0.02,0.02,0.21,0.23,0.23,0.63,0.48,2016
624,Willy Caballero,Manchester City,17,1450,0,0,0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,2016
625,Bacary Sagna,Manchester City,17,1341,0,0,1,0.07,0.07,0.69,5.57,5.36,0.0,0.0,0.05,0.05,0.05,0.37,0.36,2016
631,Ashley Young,Manchester United,12,757,0,0,1,0.25,0.25,0.87,2.62,1.91,0.03,0.03,0.1,0.13,0.13,0.31,0.23,2016
632,Jordon Mutch,Crystal Palace,4,42,0,0,0,0.0,0.0,0.02,0.09,0.08,0.0,0.0,0.04,0.04,0.04,0.2,0.16,2016
637,Hugo Lloris,Tottenham,34,3004,0,0,0,0.0,0.0,0.04,4.16,4.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,2016
638,Kyle Walker,Tottenham,33,2710,0,0,5,0.69,0.69,3.7,11.03,7.58,0.02,0.02,0.12,0.15,0.15,0.37,0.25,2016
640,Jan Vertonghen,Tottenham,33,2902,0,0,0,0.59,0.59,0.31,9.54,9.19,0.02,0.02,0.01,0.03,0.03,0.3,0.29,2016
650,Kevin Wimmer,Tottenham,5,357,0,0,0,0.0,0.0,0.04,0.98,0.98,0.0,0.0,0.01,0.01,0.01,0.25,0.25,2016
651,Michel Vorm,Tottenham,5,416,0,0,0,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.06,0.06,2016
652,Kieran Trippier,Tottenham,12,561,0,0,5,0.08,0.08,2.76,3.44,1.76,0.01,0.01,0.44,0.46,0.46,0.55,0.28,2016
654,Michael Carrick,Manchester United,23,1607,0,0,0,0.21,0.21,0.57,4.91,4.24,0.01,0.01,0.03,0.04,0.04,0.27,0.24,2016
661,Josh Onomah,Tottenham,5,11,0,0,0,0.09,0.09,0.0,0.11,0.02,0.71,0.71,0.0,0.71,0.71,0.9,0.2,2016
662,Brad Guzan,Middlesbrough,10,900,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.05,2016
664,Joleon Lescott,Sunderland,2,120,0,0,0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,2016
669,Ashley Westwood,Burnley,9,549,0,0,0,0.03,0.03,0.15,0.83,0.71,0.01,0.01,0.02,0.03,0.03,0.14,0.12,2016
680,Thibaut Courtois,Chelsea,36,3240,0,0,0,0.0,0.0,0.0,3.58,3.58,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2016
682,Branislav Ivanovic,Chelsea,13,578,0,0,0,0.32,0.32,0.19,2.45,2.27,0.05,0.05,0.03,0.08,0.08,0.38,0.35,2016
688,Ruben Loftus-Cheek,Chelsea,6,23,0,0,0,0.14,0.14,0.0,0.24,0.11,0.54,0.54,0.0,0.54,0.54,0.95,0.42,2016
689,Kenedy,Chelsea,2,91,0,0,0,0.16,0.16,0.04,0.18,0.0,0.16,0.16,0.04,0.2,0.2,0.18,0.0,2016
690,Loic Remy,Crystal Palace,5,121,0,0,0,0.35,0.35,0.08,0.43,0.04,0.26,0.26,0.06,0.32,0.32,0.32,0.03,2016
692,Oscar,Chelsea,9,457,0,0,1,0.49,0.49,1.23,3.44,2.5,0.1,0.1,0.24,0.34,0.34,0.68,0.49,2016
694,Asmir Begovic,Chelsea,2,180,0,0,0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,2016
706,Lukasz Fabianski,Swansea,37,3330,0,0,0,0.0,0.0,0.0,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.06,0.06,2016
708,Federico Fernandez,Swansea,27,2430,0,0,2,1.65,1.65,0.8,3.94,3.8,0.06,0.06,0.03,0.09,0.09,0.15,0.14,2016
710,Neil Taylor,Swansea,11,923,0,0,0,0.05,0.05,0.05,1.76,1.69,0.01,0.01,0.0,0.01,0.01,0.17,0.16,2016
712,Jack Cork,Swansea,30,2233,0,0,0,1.33,1.33,1.22,5.69,4.6,0.05,0.05,0.05,0.1,0.1,0.23,0.19,2016
715,Jefferson Montero,Swansea,13,359,0,0,1,0.18,0.18,1.26,1.75,0.81,0.04,0.04,0.32,0.36,0.36,0.44,0.2,2016
720,Modou Barrow,Swansea,18,1165,0,0,2,0.89,0.89,2.25,4.23,2.1,0.07,0.07,0.17,0.24,0.24,0.33,0.16,2016
721,Jordi Amat,Swansea,17,1409,0,0,0,0.83,0.83,0.04,2.99,2.93,0.05,0.05,0.0,0.06,0.06,0.19,0.19,2016
722,Kristoffer Nordfeldt,Swansea,1,90,0,0,0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,2016
